,Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
274,Burnt Fork Bend,Trinidad,2014,72.0,U.S.A.,65.0,Trinitario,Trinidad,117000.0
275,Burnt Fork Bend,Mindo,2014,72.0,U.S.A.,70.0,Blend,Ecuador,126000.0
276,Burnt Fork Bend,Belize,2014,72.0,U.S.A.,65.0,Trinitario,Belize,117000.0
277,Burnt Fork Bend,Blend,2014,72.0,U.S.A.,65.0,Blend,Other,117000.0
278,Burnt Fork Bend,"Ecuador, Bob Bar",2014,60.0,U.S.A.,50.0,Blend,Ecuador,75000.0
279,Cacao Arabuco,Puerto Rico,2015,70.0,Puerto Rico,50.0,Blend,Puerto Rico,87500.0
280,Cacao Atlanta,Tumbes,2014,75.0,U.S.A.,50.0,Criollo,Peru,93750.0
281,Cacao Atlanta,"Dominican Republic, ""Love Bar""",2010,75.0,U.S.A.,50.0,Blend,Dominican Republic,93750.0
282,Cacao Atlanta,Dominican Republic w/ nibs,2010,75.0,U.S.A.,55.0,Blend,Dominican Republic,103125.0
283,Cacao Atlanta,Patanemo,2010,75.0,U.S.A.,45.0,Blend,Venezuela,84375.0
284,Cacao Barry,Grand 'Anse,2016,65.0,France,70.0,"Trinitario, Criollo",Haiti,113750.0
285,Cacao Barry,Santo Domingo,2010,70.0,France,60.0,Blend,Dominican Republic,105000.0
286,Cacao Barry,Tanzania,2008,75.0,France,40.0,Blend,Tanzania,75000.0
287,Cacao Barry,Venezuela,2007,72.0,France,40.0,Blend,Venezuela,72000.0
288,Cacao Barry,Mexico,2007,66.0,France,60.0,Blend,Mexico,99000.0
289,Cacao de Origen,Chuao,2015,77.0,Venezuela,70.0,Trinitario,Venezuela,134750.0
290,Cacao de Origen,Rio Caribe,2015,75.0,Venezuela,65.0,Trinitario,Venezuela,121875.0
291,Cacao de Origen,Agua Fria; Sucre region,2014,75.0,Venezuela,50.0,Blend,Venezuela,93750.0
292,Cacao de Origen,Macuare; Miranda; Chloe formula,2014,74.0,Venezuela,65.0,Blend,Venezuela,120250.0
293,Cacao de Origen,"Chuao, Aragua region",2014,75.0,Venezuela,70.0,Trinitario,Venezuela,131250.0
294,Cacao de Origen,"Chuao, Aragua region",2014,70.0,Venezuela,75.0,Trinitario,Venezuela,131250.0
295,Cacao de Origin,Hacienda la Trinidad,2015,74.0,Venezuela,65.0,Blend,Venezuela,120250.0
296,Cacao Hunters,Macondo,2016,71.0,Colombia,75.0,Blend,Colombia,133125.0
297,Cacao Hunters,Perla Negra,2016,74.0,Colombia,75.0,Blend,Colombia,138750.0
298,Cacao Hunters,Arhuacos,2015,72.0,Colombia,75.0,Blend,Colombia,135000.0
299,Cacao Hunters,Sierra Nevada,2014,64.0,Colombia,70.0,Blend,Colombia,112000.0
300,Cacao Hunters,Tumaco,2014,70.0,Colombia,70.0,Blend,Colombia,122500.0
301,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",2014,69.0,Colombia,55.0,Blend,Colombia,94875.0
302,Cacao Hunters,Arauca,2014,70.0,Colombia,65.0,Blend,Colombia,113750.0
303,Cacao Market,"Jutiapa, lot 050916D",2016,70.0,U.S.A.,70.0,Trinitario,Honduras,122500.0
304,Cacao Prieto,"Criollo, Dominican Republic",2012,72.0,U.S.A.,75.0,Criollo,Dominican Republic,135000.0
305,Cacao Prieto,"Dominican Republicm, rustic",2011,72.0,U.S.A.,60.0,Blend,Dominican Republic,108000.0
306,Cacao Prieto,Dominican Republic,2011,66.0,U.S.A.,75.0,Blend,Dominican Republic,123750.0
307,Cacao Prieto,"Dominican Republic, rustic",2011,65.0,U.S.A.,65.0,Blend,Dominican Republic,105625.0
308,Cacao Sampaka,"Mahali, Kasai",2016,70.0,Spain,70.0,Criollo,Congo,122500.0
309,Cacao Sampaka,Madagascar,2010,71.0,Spain,70.0,Trinitario,Madagascar,124250.0
310,Cacao Sampaka,Ecuador,2010,71.0,Spain,75.0,Blend,Ecuador,133125.0
311,Cacao Sampaka,Papua,2010,71.0,Spain,80.0,Blend,Papua New Guinea,142000.0
312,Cacao Sampaka,Grenada,2010,71.0,Spain,65.0,Trinitario,Grenada,115375.0
313,Cacao Sampaka,Venezuela,2010,71.0,Spain,70.0,Blend,Venezuela,124250.0
314,Cacao Sampaka,Venezuela,2010,77.0,Spain,70.0,Blend,Venezuela,134750.0
315,Cacao Sampaka,"Porcelana, Tabasco, La Joya",2009,70.0,Spain,80.0,Criollo,Mexico,140000.0
316,Cacao Sampaka,"Xoconusco, Chiapas",2009,70.0,Spain,80.0,Criollo,Mexico,140000.0
317,Cacao Store,Madagascar,2015,70.0,Japan,60.0,Trinitario,Madagascar,105000.0
318,Cacao Store,Peru,2015,70.0,Japan,65.0,Blend,Peru,113750.0
319,Cacao Store,Vietnam,2015,70.0,Japan,70.0,Trinitario,Vietnam,122500.0
320,Cacaosuyo (Theobroma Inversiones),Piura,2013,70.0,Peru,65.0,Blend,Peru,113750.0
321,Cacaoyere (Ecuatoriana),Amazonia,2008,63.0,Ecuador,70.0,Forastero (Arriba),Ecuador,110250.0
322,Cacaoyere (Ecuatoriana),Esmeraldas,2008,71.0,Ecuador,70.0,Forastero (Arriba),Ecuador,124250.0
323,Cacaoyere (Ecuatoriana),Bolivar,2008,82.0,Ecuador,50.0,Forastero (Arriba),Ecuador,102500.0
324,Cacaoyere (Ecuatoriana),Pichincha,2008,91.0,Ecuador,30.0,Forastero (Arriba),Ecuador,68250.0
325,Callebaut,Grenade,2008,60.0,Belgium,55.0,Trinitario,Grenada,82500.0
326,Callebaut,Baking,2007,70.0,Belgium,20.0,Blend,Ecuador,35000.0
327,C-Amaro,Cuba,2014,75.0,Italy,50.0,Blend,Cuba,93750.0
328,C-Amaro,Dominican Republic,2014,72.0,Italy,60.0,Blend,Dominican Republic,108000.0
329,C-Amaro,"Lago di Como, Blu",2014,70.0,Italy,70.0,Blend,Other,122500.0
330,C-Amaro,Ecuador,2013,100.0,Italy,70.0,Blend,Ecuador,175000.0
331,C-Amaro,Venezuela,2012,80.0,Italy,60.0,Blend,Venezuela,120000.0
332,C-Amaro,Sao Tome,2011,78.0,Italy,45.0,Forastero,Sao Tome,87750.0
333,C-Amaro,Trinidad,2011,70.0,Italy,50.0,Trinitario,Trinidad,87500.0
334,Cao,Porcelana,2016,75.0,U.S.A.,50.0,Criollo,Venezuela,93750.0
335,Cao,Tanzania,2016,73.0,U.S.A.,55.0,Blend,Tanzania,100375.0
336,Cao,"Porcelana, Batch 5163",2016,70.0,U.S.A.,60.0,Criollo,Venezuela,105000.0
337,Cao,Bolivia,2016,75.0,U.S.A.,60.0,Blend,Bolivia,112500.0
338,Cao,Brazil,2016,70.0,U.S.A.,65.0,Trinitario,Brazil,113750.0
339,Caoni (Tulicorp),Esmeraldas,2008,77.0,Ecuador,40.0,Forastero (Arriba),Ecuador,77000.0
340,Caoni (Tulicorp),Manabi,2008,77.0,Ecuador,50.0,Forastero (Arriba),Ecuador,96250.0
341,Caoni (Tulicorp),Los Rios,2008,77.0,Ecuador,55.0,Forastero (Arriba),Ecuador,105875.0
342,Caoni (Tulicorp),Manabi,2008,55.0,Ecuador,60.0,Forastero (Arriba),Ecuador,82500.0
343,Caoni (Tulicorp),Los Rios,2008,55.0,Ecuador,65.0,Forastero (Arriba),Ecuador,89375.0
344,Caoni (Tulicorp),Esmeraldas,2008,55.0,Ecuador,70.0,Forastero (Arriba),Ecuador,96250.0
345,Captain Pembleton,"Saidor Estate, Madang P.",2014,70.0,New Zealand,70.0,Trinitario,Papua New Guinea,122500.0
346,Captain Pembleton,Kulili Estate,2014,70.0,New Zealand,75.0,Blend,Papua New Guinea,131250.0
347,Caribeans,"Antigua, Special Reserve",2015,72.0,Costa Rica,70.0,Blend,Guatemala,126000.0
348,Caribeans,"Talamanca, Raul-Kekoldo community",2015,72.0,Costa Rica,65.0,Blend,Costa Rica,117000.0
349,Caribeans,Anselmo Paraiso Estate,2015,72.0,Costa Rica,70.0,Blend,Costa Rica,126000.0
350,Caribeans,Costa Rica,2012,72.0,Costa Rica,60.0,Forastero,Costa Rica,108000.0
351,Caribeans,Costa Rica,2012,80.0,Costa Rica,55.0,Forastero,Costa Rica,110000.0
352,Carlotta Chocolat,Arauca,2016,65.0,Colombia,60.0,Trinitario,Colombia,97500.0
353,Carlotta Chocolat,Tumaco,2016,65.0,Colombia,65.0,Trinitario,Colombia,105625.0
354,Carlotta Chocolat,Cordoba,2016,65.0,Colombia,65.0,Trinitario,Colombia,105625.0
355,Carlotta Chocolat,Huila,2016,65.0,Colombia,70.0,Trinitario,Colombia,113750.0
356,Carlotta Chocolat,Cesar,2016,65.0,Colombia,70.0,CCN51,Colombia,113750.0
357,Castronovo,"Maya Mtn, Batch 454, Heirloom",2016,72.0,U.S.A.,80.0,Trinitario,Belize,144000.0
358,Castronovo,"the lost city, gracias a dias, batch 362",2015,72.0,U.S.A.,70.0,Trinitario,Honduras,126000.0
359,Castronovo,"Duarte, Batch 360",2015,70.0,U.S.A.,75.0,"Criollo, Trinitario",Domincan Republic,131250.0
360,Castronovo,"Piaroa, Amazonas, Batch 350",2015,72.0,U.S.A.,70.0,Blend,Venezuela,126000.0
361,Castronovo,Sierra Nevada,2014,72.0,U.S.A.,70.0,"Criollo, Trinitario",Colombia,126000.0
362,Castronovo,Arauca,2014,76.0,U.S.A.,70.0,"Criollo, Trinitario",Colombia,133000.0
363,Castronovo,Elvesia P.,2014,70.0,U.S.A.,55.0,Trinitario,Dominican Republic,96250.0
364,Castronovo,Bolivia,2013,70.0,U.S.A.,60.0,Trinitario,Bolivia,105000.0
365,Castronovo,Conacado,2013,73.0,U.S.A.,70.0,Trinitario,Dominican Republic,127750.0
366,Castronovo,San Martin,2013,70.0,U.S.A.,50.0,Criollo,Peru,87500.0
367,Castronovo,"Guaniamo, Amazonas",2013,70.0,U.S.A.,65.0,Blend,Venezuela,113750.0
368,Castronovo,Nicaragua,2013,72.0,U.S.A.,65.0,Trinitario,Nicaragua,117000.0
369,Castronovo,Tumbes,2013,70.0,U.S.A.,55.0,Criollo,Peru,96250.0
370,Castronovo,Guaniamo,2013,72.0,U.S.A.,60.0,Blend,Venezuela,108000.0
371,Cello,Ecuador,2014,70.0,U.S.A.,50.0,Blend,Ecuador,87500.0
372,Cello,Peru,2014,70.0,U.S.A.,55.0,Blend,Peru,96250.0
373,Cello,Venezuela,2014,70.0,U.S.A.,55.0,Blend,Venezuela,96250.0
374,Cello,Bolivia,2014,70.0,U.S.A.,60.0,Blend,Bolivia,105000.0
375,Cemoi,Equateur,2009,72.0,France,55.0,Blend,Ecuador,99000.0
376,Chaleur B,Uganda,2014,70.0,Canada,55.0,Forastero,Uganda,96250.0
377,Charm School,Maya Mtn,2016,70.0,U.S.A.,65.0,Blend,Belize,113750.0
378,Chchukululu (Tulicorp),Arriba,2010,55.0,Ecuador,55.0,Forastero (Arriba),Ecuador,75625.0
379,Chchukululu (Tulicorp),Los Rios,2008,75.0,Ecuador,60.0,Forastero (Arriba),Ecuador,112500.0
380,Chequessett,la Amistad,2014,70.0,U.S.A.,70.0,Blend,Costa Rica,122500.0
381,Chloe Chocolat,Blend No. 1,2011,70.0,France,70.0,Blend,Other,122500.0
382,Chocablog,Ecuador,2015,70.0,U.K.,65.0,Blend,Ecuador,113750.0
383,Choco Del Sol,Maya Mountain w/ nibs,2014,75.0,Germany,60.0,Trinitario,Belize,112500.0
384,Choco Del Sol,Maya Mountain,2014,82.0,Germany,65.0,Trinitario,Belize,133250.0
385,Choco Dong,"Mekong Delta, early 2014 Harvest",2015,70.0,South Korea,55.0,Trinitario,Vietnam,96250.0
386,Choco Dong,"Tawau, Oct. 2015 Harvest",2015,70.0,South Korea,70.0,Trinitario,Malaysia,122500.0
387,Chocolarder,Peru,2015,65.0,U.K.,50.0,Criollo,Peru,81250.0
388,Chocolarder,Peru + nibs,2015,65.0,U.K.,55.0,Criollo,Peru,89375.0
389,Chocolarder,Dominican Republic,2015,80.0,U.K.,50.0,Blend,Dominican Republic,100000.0
390,Chocola'te,Madagascar,2011,70.0,U.S.A.,75.0,Trinitario,Madagascar,131250.0
391,Chocola'te,Venezuela,2011,68.0,U.S.A.,75.0,Blend,Venezuela,127500.0
392,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",2016,90.0,U.S.A.,50.0,Blend,Peru,112500.0
393,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",2016,80.0,U.S.A.,50.0,Blend,Other,100000.0
394,Chocolate Con Amor,Wild Bolivian,2016,70.0,U.S.A.,50.0,Blend,Bolivia,87500.0
395,Chocolate Con Amor,Uganda,2016,70.0,U.S.A.,55.0,Blend,Uganda,96250.0
396,Chocolate Con Amor,Dominican Republic,2016,60.0,U.S.A.,60.0,Blend,Dominican Republic,90000.0
397,Chocolate Con Amor,Dominican Republic,2016,75.0,U.S.A.,60.0,Blend,Dominican Republic,112500.0
398,Chocolate Con Amor,Ocumare,2016,80.0,U.S.A.,60.0,Criollo (Ocumare),Venezuela,120000.0
399,Chocolate Con Amor,Ecuador,2016,70.0,U.S.A.,65.0,Blend,Ecuador,113750.0
400,Chocolate Con Amor,Nicaragua,2016,80.0,U.S.A.,55.0,Blend,Nicaragua,110000.0
401,Chocolate Conspiracy,Peru,2014,74.0,U.S.A.,55.0,Blend,Peru,101750.0
402,Chocolate Makers,Tres Hombres,2015,75.0,Amsterdam,65.0,Trinitario,Dominican Republic,121875.0
403,Chocolate Makers,"Congo, Gorilla bar",2015,68.0,Amsterdam,70.0,Forastero,Congo,119000.0
404,Chocolate Makers,"Peru, Awagum bar",2015,80.0,Amsterdam,75.0,Criollo,Peru,150000.0
405,"Chocolate Tree, The",Maranon,2015,69.0,Scotland,75.0,Forastero (Nacional),Peru,129375.0
406,"Chocolate Tree, The",Carenero Superior,2015,80.0,Scotland,75.0,Trinitario,Venezuela,150000.0
407,"Chocolate Tree, The",Peru,2013,70.0,Scotland,75.0,Forastero (Nacional),Peru,131250.0
408,"Chocolate Tree, The",Ecuador,2012,82.0,Scotland,50.0,Forastero (Arriba),Ecuador,102500.0
409,"Chocolate Tree, The",Peru,2012,68.0,Scotland,55.0,Criollo,Peru,93500.0
410,"Chocolate Tree, The",Madagascar,2012,72.0,Scotland,65.0,Criollo,Madagascar,117000.0
411,Chocolats Privilege,Xoconusco,2014,70.0,Canada,50.0,Criollo,Mexico,87500.0
412,ChocoReko,Patanemo,2015,77.0,Japan,60.0,Criollo,Venezuela,115500.0
413,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2011,65.0,Canada,65.0,Blend,Mexico,105625.0
414,Chocovic,Xoconusco,2010,71.0,Spain,65.0,Criollo,Mexico,115375.0
415,Chocovic,Sambirano,2010,71.0,Spain,70.0,Trinitario,Madagascar,124250.0
416,Chocovic,Kendari,2009,60.0,Spain,65.0,Blend,Other,97500.0
417,Chocovic,Tarakan,2009,75.0,Spain,65.0,Blend,Other,121875.0
418,Chocovic,Ocumare,2008,71.0,Spain,70.0,Criollo,Venezuela,124250.0
419,Chocovic,"Bolivar, Guaranda",2007,71.0,Spain,50.0,Forastero (Arriba),Ecuador,88750.0
420,Chocovic,Guyave,2007,71.0,Spain,50.0,Trinitario,Grenada,88750.0
421,Chocovic,Maragda,2007,70.0,Spain,60.0,Blend,Other,105000.0
422,Chocovivo,Tabasco,2015,65.0,U.S.A.,50.0,Trinitario,Mexico,81250.0
423,Chocovivo,Tabasco,2015,75.0,U.S.A.,50.0,Trinitario,Mexico,93750.0
424,Choklat,Ocumare,2009,80.0,Canada,50.0,Criollo,Venezuela,100000.0
425,Choklat,"Porcelana, Tabasco",2009,70.0,Canada,55.0,Criollo,Mexico,96250.0
426,Choklat,Brazilian,2009,70.0,Canada,60.0,Blend,Brazil,105000.0
427,Choklat,Brazilian,2009,80.0,Canada,60.0,Blend,Brazil,120000.0
428,Choklat,Ocumare,2009,70.0,Canada,60.0,Criollo,Venezuela,105000.0
429,Chokolat Elot (Girard),Guadeloupe,2013,42.0,Martinique,55.0,Blend,Martinique,57750.0
430,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2016,75.0,Canada,65.0,Blend,Mexico,121875.0
431,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",2011,68.0,Canada,75.0,Forastero (Nacional),Peru,127500.0
432,Chuao Chocolatier,Choroni,2009,61.0,U.S.A.,60.0,Criollo,Venezuela,91500.0
433,Chuao Chocolatier (Pralus),Chuao,2010,77.0,U.S.A.,55.0,Trinitario,Venezuela,105875.0
434,Claudio Corallo,Terreiro Velho P.,2010,73.5,Sao Tome,75.0,Forastero,Sao Tome & Principe,137812.5
435,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,2008,80.0,Sao Tome,60.0,Forastero,Sao Tome & Principe,120000.0
436,Claudio Corallo,Terreiro Velho P.,2008,75.0,Sao Tome,80.0,Forastero,Sao Tome & Principe,150000.0
437,Claudio Corallo,Principe,2008,100.0,Sao Tome,20.0,Forastero,Sao Tome & Principe,50000.0
438,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",2015,73.0,U.S.A.,70.0,Blend,Ecuador,127750.0
439,Coleman & Davis,Sambirano,2015,75.0,U.S.A.,60.0,Trinitario,Madagascar,112500.0
440,Compania de Chocolate (Salgado),Sur del Lago,2010,70.0,Argentina,65.0,Blend,Venezuela,113750.0
441,Compania de Chocolate (Salgado),Carenero Superior,2008,80.0,Argentina,55.0,Trinitario,Venezuela,110000.0
442,Compania de Chocolate (Salgado),Moxos,2008,72.0,Argentina,65.0,Blend,Bolivia,117000.0
443,Compania de Chocolate (Salgado),Ocumare,2008,70.0,Argentina,75.0,Criollo,Venezuela,131250.0
444,Compania de Chocolate (Salgado),Esmeraldas,2008,88.0,Argentina,55.0,Forastero (Nacional),Ecuador,121000.0
445,Condor,Camino Verde,2015,76.0,U.S.A.,70.0,Blend,Ecuador,133000.0
446,Confluence,"Tien Giang, 2015, batch 10-2-16",2016,78.0,U.S.A.,55.0,Trinitario,Vietnam,107250.0
447,Coppeneur,"Ecuador, Puristique",2013,65.0,Germany,65.0,Forastero (Nacional),Ecuador,105625.0
448,Coppeneur,Ghana Puristique,2012,85.0,Germany,70.0,Forastero,Ghana,148750.0
449,Coppeneur,Ecuador Puristique,2012,100.0,Germany,30.0,Blend,Ecuador,75000.0
450,Coppeneur,Uba Budo,2012,72.0,Germany,75.0,Forastero,Sao Tome & Principe,135000.0
451,Coppeneur,Madagascar,2012,70.0,Germany,70.0,Trinitario,Madagascar,122500.0
452,Coppeneur,Grenada,2010,72.0,Germany,65.0,Trinitario,Grenada,117000.0
453,Coppeneur,Chuao,2010,70.0,Germany,60.0,Trinitario,Venezuela,105000.0
454,Coppeneur,"Los Rios, H. Iara",2010,72.0,Germany,50.0,Nacional,Ecuador,90000.0
455,Coppeneur,Trinidad,2010,72.0,Germany,60.0,Trinitario,Trinidad,108000.0
456,Coppeneur,Jamaica,2010,72.0,Germany,65.0,Trinitario,Jamaica,117000.0
457,Coppeneur,Ocumare 61,2010,72.0,Germany,65.0,Criollo (Ocumare 61),Venezuela,117000.0
458,Coppeneur,"Porcelana, Apotequil",2009,72.0,Germany,60.0,Criollo,Peru,108000.0
459,Coppeneur,"Porcelana, Apotequil",2009,62.0,Germany,65.0,Criollo,Peru,100750.0
460,Coppeneur,Chuao 100hr,2009,70.0,Germany,70.0,"Criollo, Trinitario",Venezuela,122500.0
461,Coppeneur,Chuao 70hr,2009,70.0,Germany,75.0,"Criollo, Trinitario",Venezuela,131250.0
462,Coppeneur,"Porcelana, Tabasco, Mexico",2008,72.0,Germany,60.0,Criollo,Mexico,108000.0
463,Coppeneur,"Porcelana, Venezuela",2008,72.0,Germany,60.0,Criollo (Porcelana),Venezuela,108000.0
464,Coppeneur,"Sambirano, Menava P.",2007,72.0,Germany,60.0,Trinitario,Madagascar,108000.0
465,Cote d' Or (Kraft),Sensations Intense,2006,70.0,Belgium,20.0,Blend,Other,35000.0
466,Cravve,New Ireland,2014,70.0,Australia,50.0,Forastero,Papua New Guinea,87500.0
467,Cravve,"Vanuatu, batch 2410",2014,83.0,Australia,55.0,Trinitario,Vanuatu,114125.0
468,Cravve,"Tanzania, batch a1",2012,75.0,Australia,65.0,Forastero,Tanzania,121875.0
469,Cravve,"Bahia, batch a1213",2012,65.0,Australia,65.0,Trinitario,Brazil,105625.0
470,Cravve,"Namau Village, N. Taileva P., batch a2812",2012,67.0,Australia,65.0,Trinitario,Fiji,108875.0
471,Cravve,Vanuatu,2012,64.0,Australia,65.0,Trinitario,Vanuatu,104000.0
472,Cravve,Djual Island,2012,75.0,Australia,70.0,Forastero,Papua New Guinea,131250.0
473,Creo,"""heirloom"", Arriba Nacional",2016,85.0,U.S.A.,65.0,Forastero (Nacional),Ecuador,138125.0
474,Creo,"""heirloom"", Arriba Nacional",2016,73.0,U.S.A.,75.0,Forastero (Nacional),Ecuador,136875.0
475,Daintree,Goodman Estate,2015,70.0,Australia,55.0,Blend,Australia,96250.0
476,Daintree,"Daintree Estates, N. Queensland",2011,70.0,Australia,65.0,Blend,Australia,113750.0
477,Dalloway,"Dominican Republic, batch 7",2017,72.0,U.S.A.,55.0,Blend,Dominican Republic,99000.0
478,Damson,Robson Estate,2015,70.0,U.K.,60.0,Trinitario,Trinidad,105000.0
479,Damson,Los Rios,2015,70.0,U.K.,70.0,Blend,Ecuador,122500.0
480,Damson,Crayfish Bay aka Non Pariel Estate,2015,70.0,U.K.,45.0,Blend,Grenada,78750.0
481,Damson,O'Payo,2015,70.0,U.K.,55.0,Blend,Nicaragua,96250.0
482,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",2016,70.0,U.S.A.,75.0,Blend,Other,131250.0
483,Dandelion,"Maya Mtn., Break Bar- Snark",2015,70.0,U.S.A.,60.0,Trinitario,Belize,105000.0
484,Dandelion,Maya Mountain,2014,70.0,U.S.A.,70.0,Trinitario,Belize,122500.0
485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",2014,70.0,U.S.A.,70.0,Blend,Ecuador,122500.0
486,Dandelion,Buto,2014,70.0,U.S.A.,55.0,Blend,Liberia,96250.0
487,Dandelion,"San Francisco de Macoris, Cibao region",2014,70.0,U.S.A.,75.0,Blend,Dominican Republic,131250.0
488,Dandelion,"Cumboto, farmer Jose Lugo",2013,70.0,U.S.A.,55.0,Blend,Venezuela,96250.0
489,Dandelion,Patanemo,2013,70.0,U.S.A.,65.0,Blend,Venezuela,113750.0
490,Dandelion,"Mantuano, 2012",2013,70.0,U.S.A.,70.0,Blend,Venezuela,122500.0
491,Dandelion,Papua New Guinea,2013,70.0,U.S.A.,70.0,Blend,Papua New Guinea,122500.0
492,Dandelion,Upala,2012,70.0,U.S.A.,60.0,Blend,Costa Rica,105000.0
493,Dandelion,Colombian,2012,70.0,U.S.A.,65.0,Blend,Colombia,113750.0
494,Dandelion,"Elvesia, 2011",2012,70.0,U.S.A.,75.0,Blend,Dominican Republic,131250.0
495,Dandelion,Dominican Republic,2011,70.0,U.S.A.,65.0,Blend,Dominican Republic,113750.0
496,Dandelion,Madagascar,2011,70.0,U.S.A.,65.0,Trinitario,Madagascar,113750.0
497,Dandelion,Tanzania,2011,70.0,U.S.A.,65.0,Blend,Tanzania,113750.0
498,Danta,Los Ujuxtes,2014,82.0,Guatemala,65.0,Blend,Guatemala,133250.0
499,Danta,Chuao,2012,75.0,Guatemala,60.0,Trinitario,Venezuela,112500.0
500,Danta,Los Ujuxtes,2012,70.0,Guatemala,75.0,Blend,Guatemala,131250.0
501,Danta,Sambirano,2012,70.0,Guatemala,75.0,Trinitario,Madagascar,131250.0
502,Danta,Las Acacias E.,2012,70.0,Guatemala,80.0,Criollo,Guatemala,140000.0
503,Danta,"Oscuro, Finca Chimelb",2012,70.0,Guatemala,65.0,Blend,Guatemala,113750.0
504,Danta,Los Ujuxtes,2011,60.0,Guatemala,70.0,Blend,Guatemala,105000.0
505,Danta,Las Acacias E.,2009,75.0,Guatemala,60.0,Criollo,Guatemala,112500.0
506,Danta,Las Acacias E.,2009,60.0,Guatemala,65.0,Criollo,Guatemala,97500.0
507,DAR,"Venezuela, batch 122",2016,72.0,U.S.A.,55.0,Blend,Venezuela,99000.0
508,DAR,Vietnam,2016,72.0,U.S.A.,60.0,Trinitario,Vietnam,108000.0
509,DAR,"DUO, batch 002",2016,70.0,U.S.A.,65.0,Blend,"Ecuador, Costa Rica",113750.0
510,Dark Forest,Bolivia,2016,75.0,U.S.A.,65.0,Blend,Bolivia,121875.0
511,Dark Forest,Madagascar,2015,70.0,U.S.A.,60.0,Trinitario,Madagascar,105000.0
512,Dark Forest,Ocumare,2015,70.0,U.S.A.,65.0,Blend,Venezuela,113750.0
513,Dark Forest,Tanzania,2015,70.0,U.S.A.,60.0,Blend,Tanzania,105000.0
514,Dark Forest,Ecuador,2015,70.0,U.S.A.,65.0,Blend,Ecuador,113750.0
515,Davis,Ghana,2013,70.0,U.S.A.,50.0,Forastero,Ghana,87500.0
516,Davis,Rainforest,2013,70.0,U.S.A.,55.0,Blend,Dominican Republic,96250.0
517,Davis,Venezuela,2013,70.0,U.S.A.,55.0,Blend,Venezuela,96250.0
518,Davis,West Africa,2012,58.0,U.S.A.,65.0,Forastero,West Africa,94250.0
519,De Mendes,"Nativo, Varzea",2015,72.0,Brazil,70.0,Blend,Brazil,126000.0
520,De Mendes,"Selvagem, Jari",2015,65.0,Brazil,70.0,Blend,Brazil,113750.0
521,De Villiers,Bundibugyo District,2016,70.0,South Africa,50.0,Forastero,Uganda,87500.0
522,De Villiers,"Sambirano Valley, batch 2477",2016,70.0,South Africa,60.0,Blend,Madagascar,105000.0
523,Dean and Deluca (Belcolade),Madagascar,2007,66.0,U.S.A.,50.0,Trinitario,Madagascar,82500.0
524,Dean and Deluca (Belcolade),Costa Rica,2007,64.0,U.S.A.,60.0,Blend,Costa Rica,96000.0
525,Dean and Deluca (Belcolade),Ecuador,2007,71.0,U.S.A.,60.0,Blend,Ecuador,106500.0
526,Dean and Deluca (Belcolade),Ghana,2007,60.0,U.S.A.,60.0,Forastero,Ghana,90000.0
527,Dean and Deluca (Belcolade),Papua New Guinea,2007,64.0,U.S.A.,60.0,Blend,Papua New Guinea,96000.0
528,Dean and Deluca (Belcolade),Peru,2007,64.0,U.S.A.,60.0,Blend,Peru,96000.0
529,Debauve & Gallais (Michel Cluizel),Papua New Guinea,2009,64.0,France,60.0,Blend,Papua New Guinea,96000.0
530,Debauve & Gallais (Michel Cluizel),Venezuela,2008,66.0,France,75.0,Blend,Venezuela,123750.0
531,Desbarres,"Kilombero, batch 41",2016,72.0,Canada,50.0,Blend,Tanzania,90000.0
532,DeVries,Bolivian,2008,80.0,U.S.A.,55.0,Blend,Bolivia,110000.0
533,DeVries,Costa Rica,2007,77.0,U.S.A.,70.0,Trinitario,Costa Rica,134750.0
534,DeVries,Dominican Republic,2007,77.0,U.S.A.,70.0,Blend,Dominican Republic,134750.0
535,Dick Taylor,Lanquin Estate,2017,70.0,U.S.A.,75.0,Blend,Guatemala,131250.0
536,Dick Taylor,Tien Giang,2016,78.0,U.S.A.,70.0,Trinitario,Vietnam,136500.0
537,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",2015,70.0,U.S.A.,75.0,Blend,Bolivia,131250.0
538,Dick Taylor,Elvesia,2014,74.0,U.S.A.,70.0,Blend,Dominican Republic,129500.0
539,Dick Taylor,"Ecuador, Choc. Garage Exclusive",2013,70.0,U.S.A.,65.0,Blend,Ecuador,113750.0
540,Dick Taylor,Camino Verde,2013,76.0,U.S.A.,70.0,Blend,Ecuador,133000.0
